Region,Level,Item,production
Russia,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),66684258318.472725
Russia,Activity,Post and telecommunications (64),62567054766.41946
Russia,Activity,"Financial intermediation, except insurance and pension funding (65)",104593081614.77316
Russia,Activity,"Insurance and pension funding, except compulsory social security (66)",43200821482.66496
Russia,Activity,Activities auxiliary to financial intermediation (67),41811638282.468445
Russia,Activity,Real estate activities (70),14081106589.6593
Russia,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),3163797229.3818245
Russia,Activity,Computer and related activities (72),2859673446.526657
Russia,Activity,Research and development (73),104750873454.32527
Russia,Activity,Other business activities (74),17311658505.620003
Russia,Activity,Public administration and defence; compulsory social security (75),83382967238.01105
Russia,Activity,Education (80),69219593665.35957
Russia,Activity,Health and social work (85),110918454364.21747
Russia,Activity,Incineration of waste: Food,153612195.44341612
Russia,Activity,Incineration of waste: Paper,138671603.1881865
Russia,Activity,Incineration of waste: Plastic,34740064.5104999
Russia,Activity,Incineration of waste: Metals and Inert materials,15731602.585188752
Russia,Activity,Incineration of waste: Textiles,41362079.10751405
Russia,Activity,Incineration of waste: Wood,40689753.145239584
Russia,Activity,Incineration of waste: Oil/Hazardous waste,24153216.645596057
Russia,Activity,"Biogasification of food waste, incl. land application",0.0
Russia,Activity,"Biogasification of paper, incl. land application",0.0
Russia,Activity,"Biogasification of sewage slugde, incl. land application",0.0
Russia,Activity,"Composting of food waste, incl. land application",0.0
Russia,Activity,"Composting of paper and wood, incl. land application",0.0
Russia,Activity,"Waste water treatment, food",526856973.90765196
Russia,Activity,"Waste water treatment, other",741507342.8277687
Russia,Activity,Landfill of waste: Food,55086613404.574715
Russia,Activity,Landfill of waste: Paper,23187170098.821457
Russia,Activity,Landfill of waste: Plastic,18798297269.76783
Russia,Activity,Landfill of waste: Inert/metal/hazardous,18934462875.285805
Russia,Activity,Landfill of waste: Textiles,8100325532.941165
Russia,Activity,Landfill of waste: Wood,9762294327.602798
Russia,Activity,Activities of membership organisation n.e.c. (91),9784294706.052025
Russia,Activity,"Recreational, cultural and sporting activities (92)",30345532681.323986
Russia,Activity,Other service activities (93),882379844.0899564
Russia,Activity,Private households with employed persons (95),540180950.6973107
Russia,Activity,Extra-territorial organizations and bodies,0.0
Norway,Activity,Cultivation of paddy rice,0.0
Norway,Activity,Cultivation of wheat,304343792.1831874
Norway,Activity,Cultivation of cereal grains nec,516784623.04807264
Norway,Activity,"Cultivation of vegetables, fruit, nuts",1575943756.175588
Norway,Activity,Cultivation of oil seeds,28989948.17648064
Norway,Activity,"Cultivation of sugar cane, sugar beet",0.0
Norway,Activity,Cultivation of plant-based fibers,0.0
Norway,Activity,Cultivation of crops nec,500325656.2552602
Norway,Activity,Cattle farming,354534093.79317755
Norway,Activity,Pigs farming,535169770.7952749
Norway,Activity,Poultry farming,304444295.2142491
Norway,Activity,Meat animals nec,18469681.42904091
Norway,Activity,Animal products nec,73664815.47611797
Norway,Activity,Raw milk,1334718979.4517732
Norway,Activity,"Wool, silk-worm cocoons",13534989.229896981
Norway,Activity,"Manure treatment (conventional), storage and land application",0.0
Norway,Activity,"Manure treatment (biogas), storage and land application",0.0
Norway,Activity,"Forestry, logging and related service activities (02)",1550289629.7730005
Norway,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",9977342189.425697
Norway,Activity,Mining of coal and lignite; extraction of peat (10),175654653.59918317
Norway,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",34846263567.82205
Norway,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",30878274679.052372
Norway,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
Norway,Activity,Mining of uranium and thorium ores (12),0.0
Norway,Activity,Mining of iron ores,3099760.847970722
Norway,Activity,Mining of copper ores and concentrates,0.0
Norway,Activity,Mining of nickel ores and concentrates,760255.6876007869
Norway,Activity,Mining of aluminium ores and concentrates,0.0
Norway,Activity,Mining of precious metal ores and concentrates,0.0
Norway,Activity,"Mining of lead, zinc and tin ores and concentrates",0.0
Norway,Activity,Mining of other non-ferrous metal ores and concentrates,128040745.61568472
Norway,Activity,Quarrying of stone,925446298.9123055
Norway,Activity,Quarrying of sand and clay,262172580.18203887
Norway,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",10817658.581518019
Norway,Activity,Processing of meat cattle,249006137.34872046
Norway,Activity,Processing of meat pigs,811608770.3049985
Norway,Activity,Processing of meat poultry,477429721.14949906
Norway,Activity,Production of meat products nec,2284051468.532926
Norway,Activity,Processing vegetable oils and fats,479409251.9601801
Norway,Activity,Processing of dairy products,1802540013.0056174
Norway,Activity,Processed rice,4208785.531943532
Norway,Activity,Sugar refining,392442.09380119195
Norway,Activity,Processing of Food products nec,4958762260.110538
Norway,Activity,Manufacture of beverages,2099409869.0125563
Norway,Activity,Manufacture of fish products,3608459696.4261785
Norway,Activity,Manufacture of tobacco products (16),111330129.87542945
Norway,Activity,Manufacture of textiles (17),732664591.0615281
Norway,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),295306325.3152957
Norway,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",61170472.143752925
Norway,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",3787306437.266174
Norway,Activity,Re-processing of secondary wood material into new wood material,0.0
Norway,Activity,Pulp,1040901753.5776529
Norway,Activity,Re-processing of secondary paper into new pulp,0.0
Norway,Activity,Paper,1038641754.2264675
Norway,Activity,"Publishing, printing and reproduction of recorded media (22)",5038049544.03753
Norway,Activity,Manufacture of coke oven products,0.0
Norway,Activity,Petroleum Refinery,13450270936.265268
Norway,Activity,Processing of nuclear fuel,1668087.5038784817
Norway,Activity,"Plastics, basic",2020411780.7006307
Norway,Activity,Re-processing of secondary plastic into new plastic,0.0
Norway,Activity,N-fertiliser,8997940.433711974
Norway,Activity,P- and other fertiliser,764552451.1966997
Norway,Activity,Chemicals nec,2398618826.5589905
Norway,Activity,Manufacture of rubber and plastic products (25),1360530742.0416553
Norway,Activity,Manufacture of glass and glass products,757883347.1878178
Norway,Activity,Re-processing of secondary glass into new glass,0.0
Norway,Activity,Manufacture of ceramic goods,198594806.52078822
Norway,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",28864888.40803916
Norway,Activity,"Manufacture of cement, lime and plaster",539678616.4121941
Norway,Activity,Re-processing of ash into clinker,0.0
Norway,Activity,Manufacture of other non-metallic mineral products n.e.c.,1155965828.9949815
Norway,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,1729822164.3682249
Norway,Activity,Re-processing of secondary steel into new steel,0.0
Norway,Activity,Precious metals production,541201491.9229604
Norway,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
Norway,Activity,Aluminium production,4395809525.620103
Norway,Activity,Re-processing of secondary aluminium into new aluminium,0.0
Norway,Activity,"Lead, zinc and tin production",416943761.6827343
Norway,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
Norway,Activity,Copper production,632507004.0920161
Norway,Activity,Re-processing of secondary copper into new copper,0.0
Norway,Activity,Other non-ferrous metal production,2190813666.4073334
Norway,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
Norway,Activity,Casting of metals,282787480.6548055
Norway,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",4921093387.6233635
Norway,Activity,Manufacture of machinery and equipment n.e.c. (29),17232180834.199593
Norway,Activity,Manufacture of office machinery and computers (30),78208080.87317407
Norway,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),2634751041.6380363
Norway,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",1198522609.4303157
Norway,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",2033985460.4770677
Norway,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",1119821731.1367784
Norway,Activity,Manufacture of other transport equipment (35),13305388837.505156
Norway,Activity,Manufacture of furniture; manufacturing n.e.c. (36),1869973527.2141712
Norway,Activity,Recycling of waste and scrap,604104720.2710104
Norway,Activity,Recycling of bottles by direct reuse,0.0
Norway,Activity,Production of electricity by coal,6483371.397508648
Norway,Activity,Production of electricity by gas,29636493.540248647
Norway,Activity,Production of electricity by nuclear,0.0
Norway,Activity,Production of electricity by hydro,3199226403.382553
Norway,Activity,Production of electricity by wind,19303483.221119083
Norway,Activity,Production of electricity by petroleum and other oil derivatives,1817162.989417249
Norway,Activity,Production of electricity by biomass and waste,13877301.01131085
Norway,Activity,Production of electricity by solar photovoltaic,0.0
Norway,Activity,Production of electricity by solar thermal,0.0
Norway,Activity,"Production of electricity by tide, wave, ocean",0.0
Norway,Activity,Production of electricity by Geothermal,0.0
Norway,Activity,Production of electricity nec,4166384.3640936995
Norway,Activity,Transmission of electricity,261530415.60399657
Norway,Activity,Distribution and trade of electricity,3091611100.643801
Norway,Activity,Manufacture of gas; distribution of gaseous fuels through mains,147814636.89980894
Norway,Activity,Steam and hot water supply,191478525.9918431
Norway,Activity,"Collection, purification and distribution of water (41)",699385012.9807167
Norway,Activity,Construction (45),60349142092.88692
Norway,Activity,Re-processing of secondary construction material into aggregates,0.0
Norway,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",6136026005.04679
Norway,Activity,Retail sale of automotive fuel,1514751990.200768
Norway,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",8374555514.691731
Norway,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",12985147799.920795
Norway,Activity,Hotels and restaurants (55),11770006807.042881
Norway,Activity,Transport via railways,1209080547.2547908
Norway,Activity,Other land transport,11154283430.925564
Norway,Activity,Transport via pipelines,3049751335.6901445
Norway,Activity,Sea and coastal water transport,15872868879.746908
Norway,Activity,Inland water transport,5084101.485807104
Norway,Activity,Air transport (62),4214351739.9700747
Norway,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),13362302949.223133
Norway,Activity,Post and telecommunications (64),14235929208.911922
Norway,Activity,"Financial intermediation, except insurance and pension funding (65)",14528631224.76724
Norway,Activity,"Insurance and pension funding, except compulsory social security (66)",4555475769.347734
Norway,Activity,Activities auxiliary to financial intermediation (67),4901436109.568543
Norway,Activity,Real estate activities (70),43912819724.58085
Norway,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),5952257214.314142
Norway,Activity,Computer and related activities (72),8641797224.430763
Norway,Activity,Research and development (73),2179782009.9450936
Norway,Activity,Other business activities (74),35270235639.33953
Norway,Activity,Public administration and defence; compulsory social security (75),30459288647.418106
Norway,Activity,Education (80),19995941438.474594
Norway,Activity,Health and social work (85),43378183363.93329
Norway,Activity,Incineration of waste: Food,372967429.8475358
Norway,Activity,Incineration of waste: Paper,370910323.92574805
Norway,Activity,Incineration of waste: Plastic,80542010.27085882
Norway,Activity,Incineration of waste: Metals and Inert materials,664032653.2946312
Norway,Activity,Incineration of waste: Textiles,83431995.6609929
Norway,Activity,Incineration of waste: Wood,97308540.17162749
Norway,Activity,Incineration of waste: Oil/Hazardous waste,311569932.65335757
Norway,Activity,"Biogasification of food waste, incl. land application",0.0
Norway,Activity,"Biogasification of paper, incl. land application",0.0
Norway,Activity,"Biogasification of sewage slugde, incl. land application",0.0
Norway,Activity,"Composting of food waste, incl. land application",332526467.39776796
Norway,Activity,"Composting of paper and wood, incl. land application",0.0
Norway,Activity,"Waste water treatment, food",84433924.21380194
Norway,Activity,"Waste water treatment, other",146877363.05007216
Norway,Activity,Landfill of waste: Food,120918854.20362513
Norway,Activity,Landfill of waste: Paper,81638798.81168969
Norway,Activity,Landfill of waste: Plastic,7864565.442195442
Norway,Activity,Landfill of waste: Inert/metal/hazardous,298543581.0345033
Norway,Activity,Landfill of waste: Textiles,18610006.50910927
Norway,Activity,Landfill of waste: Wood,22324497.577802025
Norway,Activity,Activities of membership organisation n.e.c. (91),6284170554.353384
Norway,Activity,"Recreational, cultural and sporting activities (92)",13209970301.451212
Norway,Activity,Other service activities (93),2284509866.018956
Norway,Activity,Private households with employed persons (95),291302257.9575093
Norway,Activity,Extra-territorial organizations and bodies,0.0
Latin America,Activity,Cultivation of paddy rice,2990654718.7288284
Latin America,Activity,Cultivation of wheat,8451562781.475959
Latin America,Activity,Cultivation of cereal grains nec,23716261699.831444
Latin America,Activity,"Cultivation of vegetables, fruit, nuts",50195797419.996574
Latin America,Activity,Cultivation of oil seeds,13859714075.070354
Latin America,Activity,"Cultivation of sugar cane, sugar beet",4438116576.04132
Latin America,Activity,Cultivation of plant-based fibers,3122885902.1906295
Latin America,Activity,Cultivation of crops nec,38474914499.62796
Latin America,Activity,Cattle farming,24955795410.531895
Latin America,Activity,Pigs farming,11790734746.109406
Latin America,Activity,Poultry farming,19599705415.51633
Latin America,Activity,Meat animals nec,1664753216.5200305
Latin America,Activity,Animal products nec,3823463133.2336392
Latin America,Activity,Raw milk,19539946263.43605
Latin America,Activity,"Wool, silk-worm cocoons",324466220.6173469
Latin America,Activity,"Manure treatment (conventional), storage and land application",0.0
Latin America,Activity,"Manure treatment (biogas), storage and land application",0.0
Latin America,Activity,"Forestry, logging and related service activities (02)",12748734658.328524
Latin America,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",17102288565.869646
Latin America,Activity,Mining of coal and lignite; extraction of peat (10),11536429649.023207
Latin America,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",119318767879.59749
Latin America,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",17189085402.053955
Latin America,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",105118860.56299606
Latin America,Activity,Mining of uranium and thorium ores (12),33930867.49110396
Latin America,Activity,Mining of iron ores,4666701641.92737
Latin America,Activity,Mining of copper ores and concentrates,14061792354.131325
Latin America,Activity,Mining of nickel ores and concentrates,566840706.117226
Latin America,Activity,Mining of aluminium ores and concentrates,393697403.02213174
Latin America,Activity,Mining of precious metal ores and concentrates,5086116345.394747
Latin America,Activity,"Mining of lead, zinc and tin ores and concentrates",2043300277.9963517
Latin America,Activity,Mining of other non-ferrous metal ores and concentrates,1059955493.248303
Latin America,Activity,Quarrying of stone,5041636040.950821
Latin America,Activity,Quarrying of sand and clay,4864431236.9087515
Latin America,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",1336499902.9217088
Latin America,Activity,Processing of meat cattle,10295122725.894587
Latin America,Activity,Processing of meat pigs,7173282984.319507
Latin America,Activity,Processing of meat poultry,9925469827.99805
Latin America,Activity,Production of meat products nec,8495234615.949911
Latin America,Activity,Processing vegetable oils and fats,13852396428.632435
Latin America,Activity,Processing of dairy products,17946809482.43898
Latin America,Activity,Processed rice,3476390150.7959294
Latin America,Activity,Sugar refining,4496138706.648127
Latin America,Activity,Processing of Food products nec,71472184748.73987
Latin America,Activity,Manufacture of beverages,19777801075.917686
Latin America,Activity,Manufacture of fish products,16712818901.67821
Latin America,Activity,Manufacture of tobacco products (16),9752751900.737463
Latin America,Activity,Manufacture of textiles (17),20008929828.369114
Latin America,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),20060635913.26794
Latin America,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",5819445929.167185
Latin America,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",23592006655.359634
Latin America,Activity,Re-processing of secondary wood material into new wood material,0.0
Latin America,Activity,Pulp,2681554902.6017966
Latin America,Activity,Re-processing of secondary paper into new pulp,100298.78802573393
Latin America,Activity,Paper,29798862162.4489
Latin America,Activity,"Publishing, printing and reproduction of recorded media (22)",39372507159.93706
Latin America,Activity,Manufacture of coke oven products,789704661.7193074
Latin America,Activity,Petroleum Refinery,88890711672.97224
Latin America,Activity,Processing of nuclear fuel,293693925.5081904
Latin America,Activity,"Plastics, basic",3709889347.903963
Latin America,Activity,Re-processing of secondary plastic into new plastic,0.0
Latin America,Activity,N-fertiliser,259694003.52655235
Latin America,Activity,P- and other fertiliser,3679683011.8732038
Latin America,Activity,Chemicals nec,36048678549.635635
Latin America,Activity,Manufacture of rubber and plastic products (25),37465531036.16592
Latin America,Activity,Manufacture of glass and glass products,5785392750.575022
Latin America,Activity,Re-processing of secondary glass into new glass,0.0
Latin America,Activity,Manufacture of ceramic goods,2796912624.307761
Latin America,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",1244530600.231269
Latin America,Activity,"Manufacture of cement, lime and plaster",11477158380.253538
Latin America,Activity,Re-processing of ash into clinker,0.0
Latin America,Activity,Manufacture of other non-metallic mineral products n.e.c.,6284838654.749142
Latin America,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,19063142889.69454
Latin America,Activity,Re-processing of secondary steel into new steel,0.0
Latin America,Activity,Precious metals production,3939689252.7094264
Latin America,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
Latin America,Activity,Aluminium production,6766140418.60963
Latin America,Activity,Re-processing of secondary aluminium into new aluminium,0.0
Latin America,Activity,"Lead, zinc and tin production",1264444857.3262599
Latin America,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
Latin America,Activity,Copper production,22006938801.93726
Latin America,Activity,Re-processing of secondary copper into new copper,0.0
Latin America,Activity,Other non-ferrous metal production,2221334964.1886997
Latin America,Activity,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
Latin America,Activity,Casting of metals,5474470550.672973
Latin America,Activity,"Manufacture of fabricated metal products, except machinery and equipment (28)",55034048041.93044
Latin America,Activity,Manufacture of machinery and equipment n.e.c. (29),73693596285.54922
Latin America,Activity,Manufacture of office machinery and computers (30),17065523470.426783
Latin America,Activity,Manufacture of electrical machinery and apparatus n.e.c. (31),25773910503.80018
Latin America,Activity,"Manufacture of radio, television and communication equipment and apparatus (32)",43587975470.21991
Latin America,Activity,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",29854736138.46829
Latin America,Activity,"Manufacture of motor vehicles, trailers and semi-trailers (34)",110789879555.84674
Latin America,Activity,Manufacture of other transport equipment (35),22988030622.272682
Latin America,Activity,Manufacture of furniture; manufacturing n.e.c. (36),36582245868.62513
Latin America,Activity,Recycling of waste and scrap,1525742336.480248
Latin America,Activity,Recycling of bottles by direct reuse,0.0
Latin America,Activity,Production of electricity by coal,2067336442.0786507
Latin America,Activity,Production of electricity by gas,8992169556.733797
Latin America,Activity,Production of electricity by nuclear,1066046769.0805454
Latin America,Activity,Production of electricity by hydro,21377028871.091236
Latin America,Activity,Production of electricity by wind,179463004.8169722
Latin America,Activity,Production of electricity by petroleum and other oil derivatives,7706857029.251633
Latin America,Activity,Production of electricity by biomass and waste,897701854.9383821
Latin America,Activity,Production of electricity by solar photovoltaic,100232.04444792985
Latin America,Activity,Production of electricity by solar thermal,66.74357780407992
Latin America,Activity,"Production of electricity by tide, wave, ocean",6351270.167106235
Latin America,Activity,Production of electricity by Geothermal,382268658.9093263
Latin America,Activity,Production of electricity nec,203728975.55663353
Latin America,Activity,Transmission of electricity,6130567373.177861
Latin America,Activity,Distribution and trade of electricity,18846928003.52137
Latin America,Activity,Manufacture of gas; distribution of gaseous fuels through mains,8651015731.712141
Latin America,Activity,Steam and hot water supply,1073351769.5802248
Latin America,Activity,"Collection, purification and distribution of water (41)",3585816559.9569645
Latin America,Activity,Construction (45),332846119483.1683
Latin America,Activity,Re-processing of secondary construction material into aggregates,0.0
Latin America,Activity,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",62522567404.308975
Latin America,Activity,Retail sale of automotive fuel,3436920166.2492332
Latin America,Activity,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",173130151942.40656
Latin America,Activity,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",129733042304.20396
Latin America,Activity,Hotels and restaurants (55),149880355515.07773
Latin America,Activity,Transport via railways,15117653361.152878
Latin America,Activity,Other land transport,85609683005.22154
Latin America,Activity,Transport via pipelines,5871638378.8557825
Latin America,Activity,Sea and coastal water transport,8662367537.304699
Latin America,Activity,Inland water transport,994836465.2412745
Latin America,Activity,Air transport (62),25899569146.002045
Latin America,Activity,Supporting and auxiliary transport activities; activities of travel agencies (63),59575297680.454155
Latin America,Activity,Post and telecommunications (64),125383393122.2002
Latin America,Activity,"Financial intermediation, except insurance and pension funding (65)",57426602517.038445
Latin America,Activity,"Insurance and pension funding, except compulsory social security (66)",60894001274.96609
Latin America,Activity,Activities auxiliary to financial intermediation (67),36561554133.97144
Latin America,Activity,Real estate activities (70),182292483692.47757
Latin America,Activity,Renting of machinery and equipment without operator and of personal and household goods (71),28017005831.20567
Latin America,Activity,Computer and related activities (72),43774998886.09651
Latin America,Activity,Research and development (73),13699724411.409698
Latin America,Activity,Other business activities (74),165357216218.88678
Latin America,Activity,Public administration and defence; compulsory social security (75),232076167041.6917
Latin America,Activity,Education (80),74910838282.38335
Latin America,Activity,Health and social work (85),215418307272.4845
Latin America,Activity,Incineration of waste: Food,522171463.9342418
Latin America,Activity,Incineration of waste: Paper,573188423.147767
Latin America,Activity,Incineration of waste: Plastic,475968627.3933451
Latin America,Activity,Incineration of waste: Metals and Inert materials,401406537.6042479
Latin America,Activity,Incineration of waste: Textiles,222334289.18847063
Latin America,Activity,Incineration of waste: Wood,304775763.3183032
Latin America,Activity,Incineration of waste: Oil/Hazardous waste,338234984.14509654
Latin America,Activity,"Biogasification of food waste, incl. land application",178463994.3028923
Latin America,Activity,"Biogasification of paper, incl. land application",73712212.35227016
Latin America,Activity,"Biogasification of sewage slugde, incl. land application",606822961.09417
Latin America,Activity,"Composting of food waste, incl. land application",566870418.3555255
Latin America,Activity,"Composting of paper and wood, incl. land application",173276602.7494521
Latin America,Activity,"Waste water treatment, food",1607089624.8752291
Latin America,Activity,"Waste water treatment, other",1514035188.3080976
Latin America,Activity,Landfill of waste: Food,3349180932.518935
Latin America,Activity,Landfill of waste: Paper,1872900110.7178555
Latin America,Activity,Landfill of waste: Plastic,1315409462.1646993
Latin America,Activity,Landfill of waste: Inert/metal/hazardous,1770847060.155166
Latin America,Activity,Landfill of waste: Textiles,665050175.7463828
Latin America,Activity,Landfill of waste: Wood,812043668.6788846
Latin America,Activity,Activities of membership organisation n.e.c. (91),25171127368.63892
Latin America,Activity,"Recreational, cultural and sporting activities (92)",60153827267.34563
Latin America,Activity,Other service activities (93),30124992141.660175
Latin America,Activity,Private households with employed persons (95),9904620331.819817
Latin America,Activity,Extra-territorial organizations and bodies,0.0
Africa,Activity,Cultivation of paddy rice,27021636772.639965
Africa,Activity,Cultivation of wheat,24359957281.82104
Africa,Activity,Cultivation of cereal grains nec,34181647061.23602
Africa,Activity,"Cultivation of vegetables, fruit, nuts",92548918475.19443
Africa,Activity,Cultivation of oil seeds,17977282863.713867
Africa,Activity,"Cultivation of sugar cane, sugar beet",11113863042.421686
Africa,Activity,Cultivation of plant-based fibers,6482587197.075111
Africa,Activity,Cultivation of crops nec,66344059449.45441
Africa,Activity,Cattle farming,34832767247.00108
Africa,Activity,Pigs farming,33915010443.94501
Africa,Activity,Poultry farming,37405270069.22201
Africa,Activity,Meat animals nec,8804972620.323217
Africa,Activity,Animal products nec,10373109299.603727
Africa,Activity,Raw milk,29414209608.801903
Africa,Activity,"Wool, silk-worm cocoons",1168716787.2875934
Africa,Activity,"Manure treatment (conventional), storage and land application",0.0
Africa,Activity,"Manure treatment (biogas), storage and land application",0.0
Africa,Activity,"Forestry, logging and related service activities (02)",20560714146.883137
Africa,Activity,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",27811253840.536095
Africa,Activity,Mining of coal and lignite; extraction of peat (10),1572517489.2605143
Africa,Activity,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",106403193480.33713
Africa,Activity,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",27214658439.560707
Africa,Activity,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",401220069.8940074
Africa,Activity,Mining of uranium and thorium ores (12),1104119455.4246674
Africa,Activity,Mining of iron ores,6270780322.461215
Africa,Activity,Mining of copper ores and concentrates,6831637665.71602
Africa,Activity,Mining of nickel ores and concentrates,1827995937.6841924
Africa,Activity,Mining of aluminium ores and concentrates,1014800830.0286667
Africa,Activity,Mining of precious metal ores and concentrates,5913440942.389597
Africa,Activity,"Mining of lead, zinc and tin ores and concentrates",3406038895.1891217
Africa,Activity,Mining of other non-ferrous metal ores and concentrates,5953796801.809209
Africa,Activity,Quarrying of stone,6499862342.2094965
Africa,Activity,Quarrying of sand and clay,9253325481.642864
Africa,Activity,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",3477948815.3636575
Africa,Activity,Processing of meat cattle,3405449066.2456594
Africa,Activity,Processing of meat pigs,3138966964.6204085
Africa,Activity,Processing of meat poultry,3269268933.368002
Africa,Activity,Production of meat products nec,4537264662.599833
Africa,Activity,Processing vegetable oils and fats,3396683870.8481855
Africa,Activity,Processing of dairy products,7806524825.291139
Africa,Activity,Processed rice,1440429097.8508997
Africa,Activity,Sugar refining,1377205098.3155153
Africa,Activity,Processing of Food products nec,33535783891.425602
Africa,Activity,Manufacture of beverages,9142375203.490946
Africa,Activity,Manufacture of fish products,9360673047.889488
Africa,Activity,Manufacture of tobacco products (16),3148058010.669561
Africa,Activity,Manufacture of textiles (17),13415413916.04676
Africa,Activity,Manufacture of wearing apparel; dressing and dyeing of fur (18),13881549061.91904
Africa,Activity,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",5936506721.551354
Africa,Activity,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",9832105158.141386
Africa,Activity,Re-processing of secondary wood material into new wood material,0.0
Africa,Activity,Pulp,1544536481.5489964
Africa,Activity,Re-processing of secondary paper into new pulp,59.7133469433018
Africa,Activity,Paper,9435153544.632368
Africa,Activity,"Publishing, printing and reproduction of recorded media (22)",14984966118.63754
Africa,Activity,Manufacture of coke oven products,430897804.17664397
Africa,Activity,Petroleum Refinery,40807918752.01616
Africa,Activity,Processing of nuclear fuel,1150169297.3870268
Africa,Activity,"Plastics, basic",6009653376.668141
Africa,Activity,Re-processing of secondary plastic into new plastic,0.0
Africa,Activity,N-fertiliser,216174002.3229119
Africa,Activity,P- and other fertiliser,2330016095.5242915
Africa,Activity,Chemicals nec,20770368431.753307
Africa,Activity,Manufacture of rubber and plastic products (25),17696380235.420414
Africa,Activity,Manufacture of glass and glass products,3893810976.4495373
Africa,Activity,Re-processing of secondary glass into new glass,0.0
Africa,Activity,Manufacture of ceramic goods,3392251491.4167585
Africa,Activity,"Manufacture of bricks, tiles and construction products, in baked clay",702543045.40645
Africa,Activity,"Manufacture of cement, lime and plaster",6526649317.044787
Africa,Activity,Re-processing of ash into clinker,0.0
Africa,Activity,Manufacture of other non-metallic mineral products n.e.c.,4404014519.576938
Africa,Activity,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,17913580937.464485
Africa,Activity,Re-processing of secondary steel into new steel,0.0
Africa,Activity,Precious metals production,2579650537.2862515
Africa,Activity,Re-processing of secondary preciuos metals into new preciuos metals,0.0
Africa,Activity,Aluminium production,5385708591.411469
Africa,Activity,Re-processing of secondary aluminium into new aluminium,0.0
Africa,Activity,"Lead, zinc and tin production",1257553184.3592048
Africa,Activity,"Re-processing of secondary lead into new lead, zinc and tin",0.0
Africa,Activity,Copper production,3921459724.7106752
Africa,Activity,Re-processing of secondary copper into new copper,0.0
Africa,Activity,Other non-ferrous metal production,2920503245.335485
